Id,SessionDateTime,CustomerAction,CustomerId,BookId,Name,BookPrice,Quantity,TotalCharges,Transaction,OrderID
84508,20:01.1,Added to Cart,408,8896,Nonlinear programming,5,1,5,Added to Cart,9FD45DE2-39CB-4008-A386-1929CD1D309D
84509,20:01.1,Added to Cart,246,7355,Farm management,5,1,5,Browsed,9FD45DE2-39CB-4008-A386-1929CD1D309D
84510,20:01.1,Browsed,327,16406,The jungle book,5,1,5,Cancelled,9FD45DE2-39CB-4008-A386-1929CD1D309D
84511,16:01.0,Browsed,351,4462,Biological psychology,5,1,5,Cancelled,626E52C1-7168-446C-A020-8CFAF20C605A
84512,16:01.0,Purchased,59,7584,Educational psychology,5,1,5,Completed,626E52C1-7168-446C-A020-8CFAF20C605A
84513,52:00.9,Purchased,497,3941,Psychology and the teacher,5,1,5,Completed,EBA770FA-7A33-4DF2-B6E1-5224858712FF
84514,52:00.9,Browsed,106,1796,Art in focus,5,1,5,Cancelled,EBA770FA-7A33-4DF2-B6E1-5224858712FF
84515,52:00.9,Added to Cart,458,5520,The religions of man,5,1,5,Browsed,EBA770FA-7A33-4DF2-B6E1-5224858712FF
84516,52:00.9,Browsed,126,15776,South Africa in world history,5,1,5,Cancelled,EBA770FA-7A33-4DF2-B6E1-5224858712FF
84517,52:00.9,Purchased,258,13989,The Oxford companion to philosophy,5,1,5,Completed,EBA770FA-7A33-4DF2-B6E1-5224858712FF
84518,52:00.9,Browsed,247,21617,Management science,5,1,5,Cancelled,EBA770FA-7A33-4DF2-B6E1-5224858712FF
84519,52:00.9,Added to Cart,353,5807,Contemporary European philosophy,5,1,5,Added to Cart,EBA770FA-7A33-4DF2-B6E1-5224858712FF
84520,18:00.8,Purchased,484,8038,6809 assembly language programming,5,1,5,Completed,DD03BE49-9880-463C-AF71-CAAA2F8AE594
84521,18:00.8,Browsed,146,18126,Comparative European politics,5,1,5,Cancelled,DD03BE49-9880-463C-AF71-CAAA2F8AE594
84522,18:00.8,Purchased,21,19491,Chinese philosophy A-Z,5,1,5,Completed,DD03BE49-9880-463C-AF71-CAAA2F8AE594
84523,50:00.7,Purchased,328,8391,KJSE world history,5,1,5,Completed,A16C6277-4F72-4C7F-8086-873032C73AA2
84524,50:00.7,Browsed,412,18524,The Broadway musical,5,1,5,Cancelled,A16C6277-4F72-4C7F-8086-873032C73AA2
84525,50:00.7,Browsed,179,20506,Sales management,5,1,5,Cancelled,A16C6277-4F72-4C7F-8086-873032C73AA2
84526,50:00.7,Purchased,298,5168,Health science,5,1,5,Completed,A16C6277-4F72-4C7F-8086-873032C73AA2
84527,05:00.6,Added to Cart,254,5890,Philosophers and philosophies,5,1,5,Added to Cart,DD840C5B-D0F3-4D81-BAC4-24442E18C21D
84528,05:00.6,Added to Cart,467,493,The first Greek book,5,1,5,Added to Cart,DD840C5B-D0F3-4D81-BAC4-24442E18C21D
84529,05:00.6,Added to Cart,142,3904,German expressionist drama,5,1,5,Added to Cart,DD840C5B-D0F3-4D81-BAC4-24442E18C21D
84530,05:00.6,Purchased,418,5208,Psychology,5,1,5,Completed,DD840C5B-D0F3-4D81-BAC4-24442E18C21D
84531,05:00.6,Browsed,324,16033,Fictions of feminist ethnography,5,1,5,Cancelled,DD840C5B-D0F3-4D81-BAC4-24442E18C21D
84532,46:59.3,Browsed,469,17935,The philosophy of Plato,5,1,5,Cancelled,BAA11C63-1342-4986-8433-3F01C35CBC54
84533,46:59.3,Purchased,263,6050,Music,5,1,5,Completed,BAA11C63-1342-4986-8433-3F01C35CBC54
84534,46:59.3,Added to Cart,131,15182,The Second World War,5,1,5,Browsed,BAA11C63-1342-4986-8433-3F01C35CBC54
84535,46:59.3,Purchased,140,16324,Sunshine fiction,5,1,5,Completed,BAA11C63-1342-4986-8433-3F01C35CBC54
84536,46:59.3,Browsed,474,2400,The human experience,5,1,5,Cancelled,BAA11C63-1342-4986-8433-3F01C35CBC54
84537,34:10.2,Purchased,446,11480,Non-drug treatments for essential hypertension,5,1,5,Completed,B95FA669-1FB9-4F67-A261-225D7D2C1274
84538,34:10.2,Browsed,412,7793,Management accounting,5,1,5,Cancelled,B95FA669-1FB9-4F67-A261-225D7D2C1274
84539,34:10.2,Added to Cart,442,7362,Environmental science,5,1,5,Added to Cart,B95FA669-1FB9-4F67-A261-225D7D2C1274
84540,34:10.2,Added to Cart,160,15688,Musical composition,5,1,5,Added to Cart,B95FA669-1FB9-4F67-A261-225D7D2C1274
84541,34:10.2,Browsed,30,18005,GCSE science higher,5,1,5,Cancelled,B95FA669-1FB9-4F67-A261-225D7D2C1274
84542,34:10.2,Browsed,385,9468,The adventures of Badger in winter,5,1,5,Cancelled,B95FA669-1FB9-4F67-A261-225D7D2C1274
84543,34:10.2,Browsed,162,660,A dictionary of science,5,1,5,Cancelled,B95FA669-1FB9-4F67-A261-225D7D2C1274
84544,34:10.2,Browsed,74,10104,Abnormal psychology,5,1,5,Cancelled,B95FA669-1FB9-4F67-A261-225D7D2C1274
84545,19:09.5,Browsed,7,21715,Social psychology,5,1,5,Cancelled,8BB16961-B616-4FCD-9034-DCBBE901EE26
84546,19:09.5,Added to Cart,391,4711,The cook's encyclopedia,5,1,5,Added to Cart,8BB16961-B616-4FCD-9034-DCBBE901EE26
84547,19:09.5,Added to Cart,252,3775,Abnormal psychology,5,1,5,Browsed,8BB16961-B616-4FCD-9034-DCBBE901EE26
84548,19:09.5,Added to Cart,16,4173,An introduction to politics,5,1,5,Browsed,8BB16961-B616-4FCD-9034-DCBBE901EE26
84549,19:09.5,Browsed,277,17853,Geographical worlds,5,1,5,Cancelled,8BB16961-B616-4FCD-9034-DCBBE901EE26
84550,19:09.5,Browsed,415,20757,Revolutions in world history,5,1,5,Cancelled,8BB16961-B616-4FCD-9034-DCBBE901EE26
84551,03:08.9,Browsed,317,1337,VCE Business management,5,1,5,Cancelled,6B8CCFA7-4A8A-4F64-A11A-40A19F814E66
84552,03:08.9,Purchased,134,19102,The non-designer's presentation book,5,1,5,Completed,6B8CCFA7-4A8A-4F64-A11A-40A19F814E66
84553,03:08.9,Added to Cart,369,4485,A book of hugs,5,1,5,Browsed,6B8CCFA7-4A8A-4F64-A11A-40A19F814E66
84554,03:08.9,Browsed,264,20801,The political economy of Africa,5,1,5,Cancelled,6B8CCFA7-4A8A-4F64-A11A-40A19F814E66
84555,52:08.3,Purchased,5,19184,The art of computer programming,5,1,5,Completed,BFCF71D9-0A58-4746-88FF-44B11B2870EC
84556,52:08.3,Added to Cart,290,15662,The forms of music,5,1,5,Browsed,BFCF71D9-0A58-4746-88FF-44B11B2870EC
84557,01:07.7,Added to Cart,179,20321,Encyclopedia of Government and Politics,5,1,5,Browsed,5AB65760-1165-4FAD-87F5-BDBCB8F1D481
84558,01:07.7,Browsed,346,3031,The Family encyclopedia of art,5,1,5,Cancelled,5AB65760-1165-4FAD-87F5-BDBCB8F1D481
84559,01:07.7,Added to Cart,251,4403,Dynamic programming,5,1,5,Browsed,5AB65760-1165-4FAD-87F5-BDBCB8F1D481
84560,01:07.7,Browsed,31,18234,Postcolonial poetry in English,5,1,5,Cancelled,5AB65760-1165-4FAD-87F5-BDBCB8F1D481
84561,01:07.7,Browsed,499,19356,Psychology,5,1,5,Cancelled,5AB65760-1165-4FAD-87F5-BDBCB8F1D481
84562,01:07.7,Added to Cart,263,14401,Music in perspective,5,1,5,Added to Cart,5AB65760-1165-4FAD-87F5-BDBCB8F1D481
84563,01:07.7,Purchased,422,711,The calligrapher's project book,5,1,5,Completed,5AB65760-1165-4FAD-87F5-BDBCB8F1D481
84564,49:07.1,Browsed,372,13404,Psychology,5,1,5,Cancelled,A54719D0-DB87-4FAE-A893-F31599542C8E
84565,49:07.1,Purchased,368,11100,Art history,5,1,5,Completed,A54719D0-DB87-4FAE-A893-F31599542C8E
84566,05:06.3,Browsed,44,9226,Net markets,5,1,5,Cancelled,8E310F7A-7384-442A-91D9-1A4779DCDF0B
84567,05:06.3,Browsed,57,5565,American women fiction writers,5,1,5,Cancelled,8E310F7A-7384-442A-91D9-1A4779DCDF0B
84568,05:06.3,Purchased,220,3967,Music for fun  music for learning,5,1,5,Completed,8E310F7A-7384-442A-91D9-1A4779DCDF0B
84569,05:06.3,Browsed,209,5695,Soul music,5,1,5,Cancelled,8E310F7A-7384-442A-91D9-1A4779DCDF0B
84570,09:05.6,Added to Cart,193,11754,Physical science,5,1,5,Browsed,1E296D97-BDFC-4C11-A78A-14F1E34F9715
84571,09:05.6,Purchased,405,7606,Strategic management,5,1,5,Completed,1E296D97-BDFC-4C11-A78A-14F1E34F9715
84572,09:05.6,Purchased,423,14905,Fiction/non-fiction,5,1,5,Completed,1E296D97-BDFC-4C11-A78A-14F1E34F9715
84573,09:05.6,Purchased,126,1101,Empires of the word,5,1,5,Completed,1E296D97-BDFC-4C11-A78A-14F1E34F9715
84574,53:05.0,Added to Cart,92,12428,English for science,5,1,5,Added to Cart,DC8912D3-4C92-4A9C-BD0F-03875253FC95
84575,53:05.0,Browsed,195,18729,Infinitive constructions with specified subjects,5,1,5,Cancelled,DC8912D3-4C92-4A9C-BD0F-03875253FC95
84576,53:05.0,Added to Cart,209,637,History scene,5,1,5,Browsed,DC8912D3-4C92-4A9C-BD0F-03875253FC95
84577,02:04.4,Added to Cart,345,21148,Political Parties and Terrorist Groups,5,1,5,Browsed,8EE957CF-1D08-45F3-86A9-1429872EB224
84578,02:04.4,Purchased,343,4076,History of Western philosophy,5,1,5,Completed,8EE957CF-1D08-45F3-86A9-1429872EB224
84579,02:04.4,Purchased,97,9611,Cooking With Fernet Branca,5,1,5,Completed,8EE957CF-1D08-45F3-86A9-1429872EB224
84580,02:04.4,Purchased,178,757,Industrial psychology,5,1,5,Completed,8EE957CF-1D08-45F3-86A9-1429872EB224
84581,02:04.4,Browsed,367,7825,Sports psychology in performance,5,1,5,Cancelled,8EE957CF-1D08-45F3-86A9-1429872EB224
84582,02:04.4,Purchased,430,2331,Benziger family life program,5,1,5,Completed,8EE957CF-1D08-45F3-86A9-1429872EB224
84583,18:03.7,Browsed,399,6580,The bride of science,5,1,5,Cancelled,B08D2ADF-31BF-49EE-9647-F7BC94303EAC
84584,18:03.7,Purchased,28,14718,Simple program design,5,1,5,Completed,B08D2ADF-31BF-49EE-9647-F7BC94303EAC
84585,18:03.7,Added to Cart,176,10702,The anatomy of programming languages,5,1,5,Browsed,B08D2ADF-31BF-49EE-9647-F7BC94303EAC
84586,18:03.7,Added to Cart,121,5921,WomanPrayers,5,1,5,Added to Cart,B08D2ADF-31BF-49EE-9647-F7BC94303EAC
84587,18:03.7,Added to Cart,297,12922,Psychology,5,1,5,Browsed,B08D2ADF-31BF-49EE-9647-F7BC94303EAC
84588,07:03.2,Added to Cart,132,12321,Educational psychology,5,1,5,Browsed,AF5A990B-5284-444B-B573-A17EA5D37770
84589,07:03.2,Added to Cart,444,20855,The science of acting,5,1,5,Browsed,AF5A990B-5284-444B-B573-A17EA5D37770
84590,07:03.2,Purchased,208,4612,The sauna book,5,1,5,Completed,AF5A990B-5284-444B-B573-A17EA5D37770
84591,07:03.2,Purchased,178,16383,Spaceship medic,5,1,5,Completed,AF5A990B-5284-444B-B573-A17EA5D37770
84592,16:02.6,Purchased,355,12607,The horseman's book,5,1,5,Completed,1B77F9D2-9230-4CAB-B73B-45E5A89BB583
84593,16:02.6,Added to Cart,239,18641,The hippocampus book,5,1,5,Browsed,1B77F9D2-9230-4CAB-B73B-45E5A89BB583
84594,16:02.6,Added to Cart,78,21221,Politics,5,1,5,Added to Cart,1B77F9D2-9230-4CAB-B73B-45E5A89BB583
84595,16:02.6,Purchased,68,8265,New poetry 8,5,1,5,Completed,1B77F9D2-9230-4CAB-B73B-45E5A89BB583
84596,16:02.6,Purchased,497,3199,The adventures of Tom Sawyer,5,1,5,Completed,1B77F9D2-9230-4CAB-B73B-45E5A89BB583
84597,20:01.9,Purchased,93,21513,State and local politics,5,1,5,Completed,C8D29072-EE9C-4709-BACC-A1196121D646
84598,20:01.9,Browsed,314,19304,Network programming with Perl,5,1,5,Cancelled,C8D29072-EE9C-4709-BACC-A1196121D646
84599,20:01.9,Browsed,343,10123,Operations management,5,1,5,Cancelled,C8D29072-EE9C-4709-BACC-A1196121D646
84600,20:01.9,Purchased,34,19790,The football manager,5,1,5,Completed,C8D29072-EE9C-4709-BACC-A1196121D646
84601,25:01.3,Purchased,97,3114,Contemporary educational psychology,5,1,5,Completed,DFB2CB57-6FB1-41E1-816C-A04B91F42390
84602,25:01.3,Browsed,359,8248,The development of African drama,5,1,5,Cancelled,DFB2CB57-6FB1-41E1-816C-A04B91F42390
84603,25:01.3,Browsed,374,5654,The adventures of Flash Jackson,5,1,5,Cancelled,DFB2CB57-6FB1-41E1-816C-A04B91F42390
84604,18:00.8,Purchased,495,17720,Puzzle book,5,1,5,Completed,C3D9A314-B589-4BC2-901F-A43EEC226EAE
84605,18:00.8,Browsed,33,3873,The okay book,5,1,5,Cancelled,C3D9A314-B589-4BC2-901F-A43EEC226EAE
84606,18:00.8,Added to Cart,396,19203,Programming the LaserWriter,5,1,5,Browsed,C3D9A314-B589-4BC2-901F-A43EEC226EAE
84607,18:00.8,Added to Cart,440,9694,Drive,5,1,5,Added to Cart,C3D9A314-B589-4BC2-901F-A43EEC226EAE
84608,18:00.8,Purchased,127,5827,A history of philosophy,5,1,5,Completed,C3D9A314-B589-4BC2-901F-A43EEC226EAE
84609,18:00.8,Purchased,188,17632,Aristotle's political theory,5,1,5,Completed,C3D9A314-B589-4BC2-901F-A43EEC226EAE
84610,58:00.2,Purchased,201,15637,Understanding music,5,1,5,Completed,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84611,58:00.2,Browsed,489,1235,Review of medical physiology,5,1,5,Cancelled,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84612,58:00.2,Added to Cart,109,17646,A political theory of rights,5,1,5,Added to Cart,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84613,58:00.2,Browsed,67,5812,Main trends in psychology,5,1,5,Cancelled,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84614,58:00.2,Added to Cart,261,17600,Medical discipline,5,1,5,Browsed,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84615,58:00.2,Added to Cart,54,13032,Women's philosophies of education,5,1,5,Browsed,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84616,58:00.2,Added to Cart,449,18230,Children in medical research,5,1,5,Browsed,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84617,58:00.2,Added to Cart,498,20274,Political Theorists in Context,5,1,5,Added to Cart,A9946372-2BC6-4944-9A3D-5E7170CEB3FD
84618,34:59.6,Added to Cart,314,18732,Crossing color,5,1,5,Added to Cart,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84619,34:59.6,Browsed,140,12339,Educational psychology,5,1,5,Cancelled,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84620,34:59.6,Browsed,415,13813,The Cook's quotation book,5,1,5,Cancelled,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84621,34:59.6,Purchased,94,9621,Loves music  loves to dance,5,1,5,Completed,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84622,34:59.6,Browsed,302,5398,Peter Pan: the adventure begins,5,1,5,Cancelled,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84623,34:59.6,Browsed,187,10898,The art of intimacy,5,1,5,Cancelled,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84624,34:59.6,Browsed,211,21222,Politics,5,1,5,Cancelled,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84625,34:59.6,Browsed,213,18302,Music workshop books,5,1,5,Cancelled,AFB84885-0B23-4F69-A2ED-33666A3A4AD8
84626,38:58.9,Browsed,89,9147,Cook it right,5,1,5,Cancelled,22CC2D0C-7786-4D6B-BB09-429F68E16A6E
84627,38:58.9,Browsed,345,17299,Electric drives and their controls,5,1,5,Cancelled,22CC2D0C-7786-4D6B-BB09-429F68E16A6E
84628,38:58.9,Added to Cart,51,20731,The non-existence of God,5,1,5,Browsed,22CC2D0C-7786-4D6B-BB09-429F68E16A6E
84629,19:58.4,Browsed,191,14639,Challenge and response,5,1,5,Cancelled,A833963B-752B-4062-AB95-99774840B2B5
84630,19:58.4,Added to Cart,242,4509,The Indispensable drinks book,5,1,5,Added to Cart,A833963B-752B-4062-AB95-99774840B2B5
84631,33:57.9,Browsed,438,18356,Elements of drama,5,1,5,Cancelled,C75BBD49-C866-4E54-AC71-ED1AC33D530E
84632,33:57.9,Added to Cart,421,20856,The science of acting,5,1,5,Added to Cart,C75BBD49-C866-4E54-AC71-ED1AC33D530E
84633,33:57.9,Browsed,379,20561,Reconsidering science learning,5,1,5,Cancelled,C75BBD49-C866-4E54-AC71-ED1AC33D530E
84634,33:57.9,Purchased,90,10893,Art,5,1,5,Completed,C75BBD49-C866-4E54-AC71-ED1AC33D530E
84635,54:57.3,Added to Cart,335,574,Books  books  books,5,1,5,Browsed,4B73D4A4-B401-4D94-9DAC-72DCDC5687EF
84636,54:57.3,Added to Cart,452,21721,Psychology,5,1,5,Added to Cart,4B73D4A4-B401-4D94-9DAC-72DCDC5687EF
84637,54:57.3,Purchased,164,15423,The mysteries of Udolpho,5,1,5,Completed,4B73D4A4-B401-4D94-9DAC-72DCDC5687EF
84638,34:56.8,Added to Cart,272,4195,The politics of economic interdependence,5,1,5,Added to Cart,86603CFB-1107-4110-90BA-A9C7CB2BF88A
84639,34:56.8,Added to Cart,201,11978,Political science,5,1,5,Browsed,86603CFB-1107-4110-90BA-A9C7CB2BF88A
84640,34:56.8,Browsed,214,3807,The Adventures in literature program,5,1,5,Cancelled,86603CFB-1107-4110-90BA-A9C7CB2BF88A
84641,34:56.8,Added to Cart,386,10115,Operations management,5,1,5,Added to Cart,86603CFB-1107-4110-90BA-A9C7CB2BF88A
84642,34:56.8,Purchased,333,2413,SRA art connections,5,1,5,Completed,86603CFB-1107-4110-90BA-A9C7CB2BF88A
84643,34:56.8,Browsed,497,6750,Windows programming,5,1,5,Cancelled,86603CFB-1107-4110-90BA-A9C7CB2BF88A
84644,20:56.3,Browsed,412,3755,The stencil book,5,1,5,Cancelled,EBFE9017-EFE7-475C-B830-2937604CF098
84645,20:56.3,Added to Cart,48,2121,Poetry,5,1,5,Added to Cart,EBFE9017-EFE7-475C-B830-2937604CF098
84646,20:56.3,Browsed,445,9244,Political geography,5,1,5,Cancelled,EBFE9017-EFE7-475C-B830-2937604CF098
84647,20:56.3,Added to Cart,85,11385,Contributions to medical psychology,5,1,5,Added to Cart,EBFE9017-EFE7-475C-B830-2937604CF098
84648,20:56.3,Browsed,124,18425,The twentieth-century world,5,1,5,Cancelled,EBFE9017-EFE7-475C-B830-2937604CF098
84649,01:55.8,Purchased,124,8873,Cooking with five ingredients or less,5,1,5,Completed,BBD902D4-0C54-4B7F-AFA3-BF6C92FF43C3
84650,01:55.8,Purchased,46,5436,The Book of Jewish books,5,1,5,Completed,BBD902D4-0C54-4B7F-AFA3-BF6C92FF43C3
84651,01:55.8,Browsed,480,1341,The rakish stage,5,1,5,Cancelled,BBD902D4-0C54-4B7F-AFA3-BF6C92FF43C3
84652,01:55.8,Purchased,167,8559,The hand book,5,1,5,Completed,BBD902D4-0C54-4B7F-AFA3-BF6C92FF43C3
84653,21:55.2,Browsed,186,2572,Glencoe science voyages,5,1,5,Cancelled,A8A13F8F-97E1-49B8-92EF-6E75540984BE
84654,21:55.2,Added to Cart,431,3688,The hanging book,5,1,5,Browsed,A8A13F8F-97E1-49B8-92EF-6E75540984BE
84655,21:55.2,Added to Cart,311,8160,Cooking for your heart's content,5,1,5,Browsed,A8A13F8F-97E1-49B8-92EF-6E75540984BE
84656,21:55.2,Purchased,38,21077,Medical microbiology,5,1,5,Completed,A8A13F8F-97E1-49B8-92EF-6E75540984BE
84657,21:55.2,Browsed,32,18059,A Second poetry book,5,1,5,Cancelled,A8A13F8F-97E1-49B8-92EF-6E75540984BE
84658,21:55.2,Purchased,236,18351,The politics of Aristotle,5,1,5,Completed,A8A13F8F-97E1-49B8-92EF-6E75540984BE
84659,21:55.2,Added to Cart,222,8874,Cooking with 5 ingredients or less,5,1,5,Browsed,A8A13F8F-97E1-49B8-92EF-6E75540984BE
84660,31:54.7,Purchased,234,15850,Music in Korea,5,1,5,Completed,3B6F28CB-381F-40DB-94DD-AD32EF1554ED
84661,31:54.7,Purchased,111,1200,Handwriting. Book 6,5,1,5,Completed,3B6F28CB-381F-40DB-94DD-AD32EF1554ED
84662,31:54.7,Purchased,327,19808,Green political thought,5,1,5,Completed,3B6F28CB-381F-40DB-94DD-AD32EF1554ED
84663,31:54.7,Purchased,460,8239,The jigsaw book,5,1,5,Completed,3B6F28CB-381F-40DB-94DD-AD32EF1554ED
84664,19:54.1,Added to Cart,246,21072,Programming with MacApp,5,1,5,Browsed,532BAD72-0866-423F-B061-E30161B84F5E
84665,19:54.1,Added to Cart,470,2576,Glencoe science voyages,5,1,5,Added to Cart,532BAD72-0866-423F-B061-E30161B84F5E
84666,19:54.1,Added to Cart,276,4396,Japanese poetry,5,1,5,Added to Cart,532BAD72-0866-423F-B061-E30161B84F5E
84667,19:54.1,Browsed,479,9567,Oscar's books,5,1,5,Cancelled,532BAD72-0866-423F-B061-E30161B84F5E
84668,19:54.1,Purchased,309,19720,The management of non-governmental development organizations,5,1,5,Completed,532BAD72-0866-423F-B061-E30161B84F5E
84669,19:54.1,Added to Cart,499,466,Book bus activity book,5,1,5,Added to Cart,532BAD72-0866-423F-B061-E30161B84F5E
84670,19:54.1,Purchased,34,7806,Making books,5,1,5,Completed,532BAD72-0866-423F-B061-E30161B84F5E
84671,19:54.1,Added to Cart,122,16889,Drive,5,1,5,Browsed,532BAD72-0866-423F-B061-E30161B84F5E
84672,19:54.1,Added to Cart,267,105,The silly book,5,1,5,Browsed,532BAD72-0866-423F-B061-E30161B84F5E
84673,08:53.5,Purchased,226,163,Duckula's holiday camp adventure,5,1,5,Completed,5A2AC5F8-3237-41E2-A4B8-33A5E8C5FC21
84674,08:53.5,Purchased,132,8888,Programming techniques,5,1,5,Completed,5A2AC5F8-3237-41E2-A4B8-33A5E8C5FC21
84675,08:53.5,Browsed,333,1647,Share the music,5,1,5,Cancelled,5A2AC5F8-3237-41E2-A4B8-33A5E8C5FC21
84676,08:53.5,Purchased,422,7439,The elements of moral philosophy,5,1,5,Completed,5A2AC5F8-3237-41E2-A4B8-33A5E8C5FC21
84677,08:53.5,Added to Cart,433,8287,The blue book,5,1,5,Added to Cart,5A2AC5F8-3237-41E2-A4B8-33A5E8C5FC21
84678,08:53.5,Purchased,336,5366,The joke book,5,1,5,Completed,5A2AC5F8-3237-41E2-A4B8-33A5E8C5FC21
84679,04:52.8,Added to Cart,475,20358,Psychological Metaphysics,5,1,5,Added to Cart,E2DCBC31-287E-4C93-89AE-EADEFA340B59
84680,04:52.8,Purchased,199,10347,Environmental science,5,1,5,Completed,E2DCBC31-287E-4C93-89AE-EADEFA340B59
84681,04:52.8,Browsed,172,15298,Modern poetry,5,1,5,Cancelled,E2DCBC31-287E-4C93-89AE-EADEFA340B59
84682,04:52.8,Browsed,12,7161,Student atlas of world politics,5,1,5,Cancelled,E2DCBC31-287E-4C93-89AE-EADEFA340B59
84683,04:52.8,Purchased,1,21304,Introduction to global politics,5,1,5,Completed,E2DCBC31-287E-4C93-89AE-EADEFA340B59
84684,04:52.8,Added to Cart,72,16026,An Anthology of Elizabethan poetry,5,1,5,Added to Cart,E2DCBC31-287E-4C93-89AE-EADEFA340B59
84685,50:52.4,Browsed,413,6557,Women and fiction,5,1,5,Cancelled,8F38C6DC-8F81-40FF-AF8D-9838E3C5E4A0
84686,50:52.4,Added to Cart,212,5973,Woodworth & Schlosberg's Experimental psychology,5,1,5,Browsed,8F38C6DC-8F81-40FF-AF8D-9838E3C5E4A0
84687,50:52.4,Added to Cart,458,14743,The book shop,5,1,5,Added to Cart,8F38C6DC-8F81-40FF-AF8D-9838E3C5E4A0
84688,07:51.8,Browsed,144,3180,The adventures of Tom Sawyer,5,1,5,Cancelled,B6B10105-CD8A-4BF9-8929-F086BCD5D684
84689,07:51.8,Purchased,247,16266,Distant worlds,5,1,5,Completed,B6B10105-CD8A-4BF9-8929-F086BCD5D684
84690,07:51.8,Browsed,421,21322,Buddhism  power and political order,5,1,5,Cancelled,B6B10105-CD8A-4BF9-8929-F086BCD5D684
84691,44:51.3,Purchased,320,18402,Puritans and adventurers,5,1,5,Completed,C5D9A558-5D3C-49E8-BAA9-D5E146DF0AC5
84692,44:51.3,Purchased,170,7778,Art now,5,1,5,Completed,C5D9A558-5D3C-49E8-BAA9-D5E146DF0AC5
84693,44:51.3,Purchased,244,6012,Alice's adventures under ground,5,1,5,Completed,C5D9A558-5D3C-49E8-BAA9-D5E146DF0AC5
84694,44:51.3,Purchased,305,3150,The adventures of Tom Sawyer,5,1,5,Completed,C5D9A558-5D3C-49E8-BAA9-D5E146DF0AC5
84695,44:51.3,Purchased,228,4308,Essential government and politics,5,1,5,Completed,C5D9A558-5D3C-49E8-BAA9-D5E146DF0AC5
84696,54:50.8,Browsed,349,18587,Philosophy after objectivity,5,1,5,Cancelled,F1051C15-C778-485A-BD98-7F1893F553CE
84697,54:50.8,Added to Cart,404,13083,Organizational psychology,5,1,5,Browsed,F1051C15-C778-485A-BD98-7F1893F553CE
84698,54:50.8,Purchased,35,13624,The UNIX programming environment,5,1,5,Completed,F1051C15-C778-485A-BD98-7F1893F553CE
84699,54:50.8,Browsed,136,11246,Political science,5,1,5,Cancelled,F1051C15-C778-485A-BD98-7F1893F553CE
84700,26:50.3,Added to Cart,85,19053,Science insights,5,1,5,Added to Cart,70049166-17A7-4CCC-B4C9-4E12EE119D5F
84701,26:50.3,Purchased,60,9281,Jawetz  Melnick & Adelberg's Medical microbiology,5,1,5,Completed,70049166-17A7-4CCC-B4C9-4E12EE119D5F
84702,26:50.3,Purchased,445,8739,Publicizing and promoting programs,5,1,5,Completed,70049166-17A7-4CCC-B4C9-4E12EE119D5F
84703,26:50.3,Purchased,157,5602,American fiction 1914 to 1945,5,1,5,Completed,70049166-17A7-4CCC-B4C9-4E12EE119D5F
84704,20:49.8,Browsed,4,20179,Shakespeare's political drama,5,1,5,Cancelled,21387A57-E04B-4225-A14C-57F9E95B3614
84705,20:49.8,Purchased,455,21699,Psychology,5,1,5,Completed,21387A57-E04B-4225-A14C-57F9E95B3614
84706,20:49.8,Purchased,366,18906,Who's who in non-classical mythology,5,1,5,Completed,21387A57-E04B-4225-A14C-57F9E95B3614
84707,41:49.3,Browsed,182,2447,SRA art connections,5,1,5,Cancelled,F8DA73F3-AC4C-4E95-B720-D831F3F5481A
84708,41:49.3,Purchased,278,12516,Political parties in Britain,5,1,5,Completed,F8DA73F3-AC4C-4E95-B720-D831F3F5481A
84709,41:49.3,Purchased,157,17863,Political philosophy,5,1,5,Completed,F8DA73F3-AC4C-4E95-B720-D831F3F5481A
84710,41:49.3,Added to Cart,136,15430,Science fiction,5,1,5,Browsed,F8DA73F3-AC4C-4E95-B720-D831F3F5481A
84711,41:49.3,Browsed,335,14846,Global politics,5,1,5,Cancelled,F8DA73F3-AC4C-4E95-B720-D831F3F5481A
84712,06:48.8,Purchased,147,16401,More television adventures of Super Gran,5,1,5,Completed,D05D5DC1-0FD5-4F86-A5D5-1561D5918B05
84713,06:48.8,Added to Cart,131,16017,Glimpses of world history,5,1,5,Added to Cart,D05D5DC1-0FD5-4F86-A5D5-1561D5918B05
84714,06:48.8,Purchased,429,8584,The Science of crystals,5,1,5,Completed,D05D5DC1-0FD5-4F86-A5D5-1561D5918B05
